title,artist,link
Standing Female Nude holding Basket (25 Jan 1959),Barbara Strachan,https://collections.ed.ac.uk/art/record/20871?highlight=*:*
Seated Man in Traditional Dress (1960s),Barreton,https://collections.ed.ac.uk/art/record/21290?highlight=*:*
Piana degli Greci (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53481?highlight=*:*
Unknown (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53480?highlight=*:*
Firenze Winter (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53478?highlight=*:*
Sicily Landscape (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53479?highlight=*:*
My Boots Are Wet from the grass (2006),Becky Campbell,https://collections.ed.ac.uk/art/record/99962?highlight=*:*
Unknown (harbour drawing),Ben Nicholson,https://collections.ed.ac.uk/art/record/53471?highlight=*:*
Prophet (1953),Ben Zion,https://collections.ed.ac.uk/art/record/21684?highlight=*:*
Untitled,Bennett,https://collections.ed.ac.uk/art/record/111042?highlight=*:*
Flowers Behind the Door (1953),Bernard Reder,https://collections.ed.ac.uk/art/record/21658?highlight=*:*
Standing Female Nude (1958),Bertha Roxburgh,https://collections.ed.ac.uk/art/record/21150?highlight=*:*
Landscape (1966),Beth D. Mitchell,https://collections.ed.ac.uk/art/record/22675?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50584?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50582?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50581?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50580?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50583?highlight=*:*
Esme (1949),Betty Elston,https://collections.ed.ac.uk/art/record/22694?highlight=*:*
Unknown (1938),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/53522?highlight=*:*
Portrait of a Woman (1939),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/21130?highlight=*:*
Standing Male Nude (1939),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/21131?highlight=*:*
Untitled,Bill Breckervidge,https://collections.ed.ac.uk/art/record/21458?highlight=*:*
Ples (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22472?highlight=*:*
Vojna Tajna (Unknown),Boris Bućan,https://collections.ed.ac.uk/art/record/22029?highlight=*:*
Nabucco (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22031?highlight=*:*
Tajna Crne Ruke (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22030?highlight=*:*
Nikola Subić Zrinjski (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22033?highlight=*:*
Dušan Jovanović: Vojna Tajna (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22032?highlight=*:*
La bohème (1984),Boris Bućan,https://collections.ed.ac.uk/art/record/22034?highlight=*:*
Roko I Cicibela (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22042?highlight=*:*
29 Split Summer Festival (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22041?highlight=*:*
William Shakespeare Otelo (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22040?highlight=*:*
Tijardovié (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22039?highlight=*:*
Vojna Tajna (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22471?highlight=*:*
Traviata (Unknown),Boris Bućan,https://collections.ed.ac.uk/art/record/22470?highlight=*:*
Tskihrva (Unknown),Boris Bućan,https://collections.ed.ac.uk/art/record/22043?highlight=*:*
Don Juan (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22038?highlight=*:*
Mefisto (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22037?highlight=*:*
Plakati Hrvatskog Narodnog Kazališta Split (1984),Boris Bućan,https://collections.ed.ac.uk/art/record/22036?highlight=*:*
Untitled (1997),BORIS JOERI BRINK,https://collections.ed.ac.uk/art/record/21985?highlight=*:*
Girl (Unknown),Bosko Karanovic,https://collections.ed.ac.uk/art/record/21648?highlight=*:*
Standing Male Nude (1957),Braso,https://collections.ed.ac.uk/art/record/21247?highlight=*:*
Untitled (1997),Breda Flanagan,https://collections.ed.ac.uk/art/record/21868?highlight=*:*
Unknown (1969),Brent D. Millar,https://collections.ed.ac.uk/art/record/50378?highlight=*:*
Untitled (1972),Brent D. Millar,https://collections.ed.ac.uk/art/record/22572?highlight=*:*
Cow in Interior (1974),Brent Miller,https://collections.ed.ac.uk/art/record/21680?highlight=*:*
Interior (Circa 1975),Brian D. Henderson,https://collections.ed.ac.uk/art/record/22623?highlight=*:*
Rosa Regolit (2007),Bridget Steed,https://collections.ed.ac.uk/art/record/99973?highlight=*:*
Whale,Bridget Steed,https://collections.ed.ac.uk/art/record/93374?highlight=*:*
Self portrait (2006),Bridget Steed,https://collections.ed.ac.uk/art/record/99857?highlight=*:*
Unknown,Britton,https://collections.ed.ac.uk/art/record/50374?highlight=*:*
"Figure in a Garden, Florence (1946)",Brodie,https://collections.ed.ac.uk/art/record/50495?highlight=*:*
Still Life with Teapot,Bull,https://collections.ed.ac.uk/art/record/20757?highlight=*:*
Seated Female Nude (1959),C Byron,https://collections.ed.ac.uk/art/record/20917?highlight=*:*
Standing Female Nude (1959),C Byron,https://collections.ed.ac.uk/art/record/20916?highlight=*:*
Standing Woman (1959),C Byron,https://collections.ed.ac.uk/art/record/20915?highlight=*:*
Portrait of a Man Seated (1959),C Byron,https://collections.ed.ac.uk/art/record/20914?highlight=*:*
Portrait of a Man (1959),C Byron,https://collections.ed.ac.uk/art/record/20913?highlight=*:*
Bust of St. Joseph (1912),C Pouzadoux,https://collections.ed.ac.uk/art/record/20550?highlight=*:*
Abstract,C Pulsford,https://collections.ed.ac.uk/art/record/21084?highlight=*:*
Portrait with a Beret,C Stiven,https://collections.ed.ac.uk/art/record/21437?highlight=*:*
Lit Doorway,C. K.?,https://collections.ed.ac.uk/art/record/22541?highlight=*:*
Memory and Process (2015),Callum Watson,https://collections.ed.ac.uk/art/record/53779?highlight=*:*
View of a Street (1980),Calum Wilson,https://collections.ed.ac.uk/art/record/21454?highlight=*:*
Unknown (1964),Cameron,https://collections.ed.ac.uk/art/record/53586?highlight=*:*
Portrait of a Man (1959),Campbell,https://collections.ed.ac.uk/art/record/20971?highlight=*:*
Untitled (1962),Cant,https://collections.ed.ac.uk/art/record/22497?highlight=*:*
Untitled (1962),Cant,https://collections.ed.ac.uk/art/record/21763?highlight=*:*
Untitled (1962),Carl O Ekevall,https://collections.ed.ac.uk/art/record/99496?highlight=*:*
Untitled (1962),Carl O Ekevall,https://collections.ed.ac.uk/art/record/99497?highlight=*:*
15th Century Italian (Feb 1982),Carol Binnie,https://collections.ed.ac.uk/art/record/21976?highlight=*:*
Untitled (1963),Carol Handyside,https://collections.ed.ac.uk/art/record/99842?highlight=*:*
Untitled (1963),Carol Handyside,https://collections.ed.ac.uk/art/record/99841?highlight=*:*
Untitled (1964),Carol Handyside,https://collections.ed.ac.uk/art/record/99840?highlight=*:*
Peacock (1960s),Carol Handyside,https://collections.ed.ac.uk/art/record/21288?highlight=*:*
Unknown (1962),Carol Handyside,https://collections.ed.ac.uk/art/record/50480?highlight=*:*
Untitled (1964),Carole Danielson,https://collections.ed.ac.uk/art/record/22483?highlight=*:*
Portrait of a Woman (1964),Carole V Danielson,https://collections.ed.ac.uk/art/record/21346?highlight=*:*
Man in Vest (1964),Carole V Danielson,https://collections.ed.ac.uk/art/record/22664?highlight=*:*
Ship in the Dockyard,Caroline Boyle,https://collections.ed.ac.uk/art/record/21502?highlight=*:*
Placa del Sol (1991),Caroline Conway,https://collections.ed.ac.uk/art/record/21839?highlight=*:*
Abstract Composition with Fabric Collage,Caroline E. L. Wilkinson,https://collections.ed.ac.uk/art/record/22511?highlight=*:*
Untitled (1968),Caroline Rose,https://collections.ed.ac.uk/art/record/21843?highlight=*:*
Untitled (2003),Carolyn Muskat,https://collections.ed.ac.uk/art/record/99955?highlight=*:*
Untitled - Drawing in Profile of a Sitting Woman (1980),Carolyn S Byres,https://collections.ed.ac.uk/art/record/99425?highlight=*:*
Untitled - Woman in Hat with Ribbon (1980),Carolyn S Byres,https://collections.ed.ac.uk/art/record/99426?highlight=*:*
Unknown (1974),Carolyn Wall,https://collections.ed.ac.uk/art/record/21948?highlight=*:*
Untitled (1966),Carra McNeil,https://collections.ed.ac.uk/art/record/22506?highlight=*:*
Bearded Man Sitting (Circa 1973),Catherine A. MacLean,https://collections.ed.ac.uk/art/record/22621?highlight=*:*
Kneeling Nude Male (1961),Catherine Banchop,https://collections.ed.ac.uk/art/record/21279?highlight=*:*
Standing Female Nude and Stool (1960s),Catherine Banchop,https://collections.ed.ac.uk/art/record/21269?highlight=*:*
Untitled (Unknown),Catherine Fairgrieve,https://collections.ed.ac.uk/art/record/21721?highlight=*:*
Woman with Child and Still Life (1938),Catherine I. McIvor,https://collections.ed.ac.uk/art/record/22512?highlight=*:*
Seated Male Nude (25 Jan 1954),Catherine M Gibson,https://collections.ed.ac.uk/art/record/21229?highlight=*:*
"Mountains, Arran (Unknown)",Catherine Orbach,https://collections.ed.ac.uk/art/record/21968?highlight=*:*
3 Paps of Jura (Unknown),Catherine Orbach,https://collections.ed.ac.uk/art/record/21981?highlight=*:*
West Coast Seascape (Unknown),Catherine Orbach,https://collections.ed.ac.uk/art/record/21790?highlight=*:*
North Berwick from Belhaven Bay (Unknown),Catherine Orbach,https://collections.ed.ac.uk/art/record/21792?highlight=*:*
etc (2006),Catherine Robbie,https://collections.ed.ac.uk/art/record/99865?highlight=*:*
Untitled - Portrait of a Girl in a Hat (05 Dec 1966),Catherine Robin,https://collections.ed.ac.uk/art/record/99411?highlight=*:*
Untitled - Two Men in Suits (1967),Catherine Robin,https://collections.ed.ac.uk/art/record/99412?highlight=*:*
Eclectic (2007),Catherine Sargeant,https://collections.ed.ac.uk/art/record/99852?highlight=*:*
Untitled (Unknown),Catherine Temple,https://collections.ed.ac.uk/art/record/21605?highlight=*:*
A Red Made For R.M Rilke (2006),Catlin Dalton,https://collections.ed.ac.uk/art/record/99884?highlight=*:*
Girl in a Mask (Unknown),Cecil Collins,https://collections.ed.ac.uk/art/record/21681?highlight=*:*
Standing Male Nude with Staff (1950),Cecile E M Johnston,https://collections.ed.ac.uk/art/record/21025?highlight=*:*
Standing Male Nude (1950),Cecile E M Johnston,https://collections.ed.ac.uk/art/record/21026?highlight=*:*
Circus (1950),Cecile E M Johnston,https://collections.ed.ac.uk/art/record/21027?highlight=*:*
Portrait of a Boy (1950),Cecile E. M. Johnstone,https://collections.ed.ac.uk/art/record/22667?highlight=*:*
Two Men Standing,Charlene Anderson,https://collections.ed.ac.uk/art/record/21091?highlight=*:*
Edinburgh College of Art War Memorial (1922),"Charles d'Orville Pilkington-Jackson ARSA, FRBS, FRSA",https://collections.ed.ac.uk/art/record/99985?highlight=*:*
Unclassified (2003),Charles E. Milson,https://collections.ed.ac.uk/art/record/99933?highlight=*:*
Untitled - Nude Male (1968-1969),Charles Ian Patterson,https://collections.ed.ac.uk/art/record/99409?highlight=*:*
Portrait of a Man (1968),Charles Ian Patterson,https://collections.ed.ac.uk/art/record/21321?highlight=*:*
Sky with Floating Kites (Circa 1968),Charles Ian Patterson,https://collections.ed.ac.uk/art/record/22588?highlight=*:*
Abstract Composition in Yellow (Circa 1972),Charles K. S. Shaw,https://collections.ed.ac.uk/art/record/22599?highlight=*:*
Obstacle - Govan Hill Baths (2014),Charles Myatt,https://collections.ed.ac.uk/art/record/47455?highlight=*:*
Obstacle - Exploded Drawing (2014),Charles Myatt,https://collections.ed.ac.uk/art/record/47456?highlight=*:*
Untitled (Unknown),Charlotte H.M. Bryce,https://collections.ed.ac.uk/art/record/21833?highlight=*:*
Extrude (2013),Charlotte Roseberry,https://collections.ed.ac.uk/art/record/21302?highlight=*:*
Nugget (2013),Charlotte Roseberry,https://collections.ed.ac.uk/art/record/21301?highlight=*:*
Untitled - Abstract Woman (1963),Chloe E Brayn,https://collections.ed.ac.uk/art/record/99374?highlight=*:*
Untitled (1962),Chris Holmes,https://collections.ed.ac.uk/art/record/21770?highlight=*:*
Untitled (1962),Chris Holmes,https://collections.ed.ac.uk/art/record/21771?highlight=*:*
Radio Break (2006),Chris Nau,https://collections.ed.ac.uk/art/record/99879?highlight=*:*
Reclining Nude with Jacket (1967),Christine Malcolm,https://collections.ed.ac.uk/art/record/21266?highlight=*:*
A PHP Error was encountered Severity: Notice Message: Undefined index: dctitleen Filename: views/search_results.php Line Number: 93 (1967),Christine Watson,https://collections.ed.ac.uk/art/record/53609?highlight=*:*
Untitled (1967),Christine Watson,https://collections.ed.ac.uk/art/record/21772?highlight=*:*
Reclining and Seated Female Nudes (1994),Christopher Waite,https://collections.ed.ac.uk/art/record/20747?highlight=*:*
Untitled (Unknown),Ciaran O'Nuallian,https://collections.ed.ac.uk/art/record/99971?highlight=*:*
Unknown,Claire Alexander,https://collections.ed.ac.uk/art/record/50391?highlight=*:*
Untitled (1989),Claire E. Banks,https://collections.ed.ac.uk/art/record/22555?highlight=*:*
Untitled (2005),Claire Lindsay,https://collections.ed.ac.uk/art/record/99868?highlight=*:*
Portrait in Green,Claudia Petretti,https://collections.ed.ac.uk/art/record/21438?highlight=*:*
Portrait of a Man,Claudia Petretti,https://collections.ed.ac.uk/art/record/21441?highlight=*:*
Man Sleeping,Claudia Petretti,https://collections.ed.ac.uk/art/record/21477?highlight=*:*
Man in Black,Claudia Petretti,https://collections.ed.ac.uk/art/record/21482?highlight=*:*
Gates of Paradise (1835),Clement Pappi,https://collections.ed.ac.uk/art/record/20577?highlight=*:*
Dying Adonis (Pre 1837),Clement Pappi,https://collections.ed.ac.uk/art/record/20596?highlight=*:*
Untitled (1981),Colin A. Lawson,https://collections.ed.ac.uk/art/record/99530?highlight=*:*
Passage with Stacks and Artificial Light (1981),Colin A. Lawson,https://collections.ed.ac.uk/art/record/22554?highlight=*:*
Border Fancy (1979),Colin Adams,https://collections.ed.ac.uk/art/record/21630?highlight=*:*
Sketch of Window for Final Composition,Colin Brown,https://collections.ed.ac.uk/art/record/53567?highlight=*:*
Unknown,Colin Brown,https://collections.ed.ac.uk/art/record/53565?highlight=*:*
Sketch for Final Composition,Colin Brown,https://collections.ed.ac.uk/art/record/53566?highlight=*:*
House and Garden,Colin Campbell,https://collections.ed.ac.uk/art/record/21435?highlight=*:*
Seated Female Nude,Colin Lawson,https://collections.ed.ac.uk/art/record/20774?highlight=*:*
Damn blast and a side order of damn,Colin Montgomery,https://collections.ed.ac.uk/art/record/22545?highlight=*:*
Seated Female Nude,Colin Stewart,https://collections.ed.ac.uk/art/record/21425?highlight=*:*
Portrait of a Woman (1957),Colin Turner,https://collections.ed.ac.uk/art/record/21144?highlight=*:*
Portrait of a Woman (1957),Colin Turner,https://collections.ed.ac.uk/art/record/21143?highlight=*:*
Seated Female Nude (1957),Colin Turner,https://collections.ed.ac.uk/art/record/20966?highlight=*:*
Untitled,Colin Vernall,https://collections.ed.ac.uk/art/record/22631?highlight=*:*
Of Christine Clay (1964),Connie Dearness,https://collections.ed.ac.uk/art/record/53583?highlight=*:*
Untitled (03 Jul 2014),Crosier,https://collections.ed.ac.uk/art/record/22494?highlight=*:*
Portrait of a Woman (1952),D Forest,https://collections.ed.ac.uk/art/record/21202?highlight=*:*
Standing Female Nude (1957),D G Seymour,https://collections.ed.ac.uk/art/record/20963?highlight=*:*
Portrait of a Woman (1954),D Stewart Lowdon,https://collections.ed.ac.uk/art/record/21214?highlight=*:*
Seated Female Nude (1954),D Stewart Lowdon,https://collections.ed.ac.uk/art/record/21241?highlight=*:*
Portrait of a Woman (1958),D W Durwand,https://collections.ed.ac.uk/art/record/20954?highlight=*:*
Untitled (Unknown),D. Ganley,https://collections.ed.ac.uk/art/record/21854?highlight=*:*
Unknown (1953),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/53549?highlight=*:*
Unknown (1954),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/50634?highlight=*:*
Portrait Figure Sitting (1952),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/22508?highlight=*:*
Still Life Apples (1953),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/22674?highlight=*:*
Not For Gain (2016),Daisy Lafarge,https://collections.ed.ac.uk/art/record/99238?highlight=*:*
Untitled (2006),Daisy Richardson,https://collections.ed.ac.uk/art/record/99866?highlight=*:*
Minoan Fertility Goddess Figurines (2017),Daisy Silver,https://collections.ed.ac.uk/art/record/100015?highlight=*:*
The King and I (2017),Daniel Cook,https://collections.ed.ac.uk/art/record/100021?highlight=*:*
Red Faced (2014),Daniel Hughes,https://collections.ed.ac.uk/art/record/47440?highlight=*:*
Untitled (Unknown),David [Unknown],https://collections.ed.ac.uk/art/record/21990?highlight=*:*
Jalvation cocktail (Green) (2007),David Abbott,https://collections.ed.ac.uk/art/record/99888?highlight=*:*
