name,country_parent,total,dems,repubs,year
American Water Works Co (RWE AG),Germany/RWE AG,"$1,000","$1,000",$0,2004
Anglogold Ltd,South Africa/Anglogold Ashanti,"$6,500","$3,000","$3,500",2004
APL Ltd,Singapore/Neptune Orient Lines Ltd,"$16,500","$11,000","$5,500",2004
Arcadis G&M,Netherlands/Arcadis NV,"$11,200","$1,200","$10,000",2004
AREVA Inc,France/Areva Group,"$18,500","$2,000","$16,500",2004
ASARCO LLC,Mexico/Nueva Grupo Mexico,$0,$0,$0,2004
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca,"$219,130","$61,630","$157,500",2004
ATOFINA Chemicals (TOTAL SA),France/TOTAL SA,"$22,000","$2,500","$19,500",2004
"Austin, Nichols & Co",France/Pernod Ricard SA,"$5,500","$2,500","$3,000",2004
Aventis Pharmaceuticals (Sanofi-Aventis),France/Sanofi-Aventis,"$109,265","$25,515","$83,750",2004
AXA Equitable Life Insurance (AXA),France/AXA,"$145,500","$39,000","$106,500",2004
Babcock & Wilcox (McDermott International),Panama/McDermott International,"$26,000","$7,000","$19,000",2004
Bacardi USA,UK/Bacardi Ltd,"$13,973","$4,000","$9,973",2004
BAE Systems Information Technology (BAE Systems),UK/BAE Systems,$0,$0,$0,2004
BAE Systems North America (BAE Systems),UK/BAE Systems,"$302,150","$134,100","$168,050",2004
Ballard Power Systems,Canada/Ballard Power Systems,"$5,000","$5,000",$0,2004
Barrick Goldstrike Mines,Canada/Barrick Gold Corp,"$60,000","$14,000","$46,000",2004
BASF Corp,Germany/BASF Group,"$92,000","$10,500","$81,500",2004
Bayer Corp,Germany/Bayer AG,"$250,500","$59,000","$191,500",2004
BNFL Inc (BNFL PLC),UK/British Nuclear Fuels PLC,"$23,500","$1,000","$22,500",2004
BOC Group,UK/BOC Group,$0,$0,$0,2004
Bombardier Transportation USA,Canada/Bombardier Inc,"$19,025","$4,500","$14,525",2004
BP North America,UK/BP PLC,"$219,999","$83,500","$136,499",2004
Bridgestone Americas,Japan/Bridgestone Corp,"$107,250","$34,000","$73,250",2004
Budd Co,Germany/ThyssenKrupp AG,"$15,827","$3,000","$12,827",2004
Burson-Marsteller (WPP Group),UK/WPP Group,"$78,250","$29,500","$46,250",2004
Business Men's Assurance Co,Italy/Assicurazioni Generali,"$4,065",$0,"$4,065",2004
Buzzi Unicem USA,Italy/Buzzi Unicem SpA,"$5,500",$0,"$5,500",2004
BWX Technologies (McDermott International),Panama/McDermott International,"$75,499","$15,500","$59,999",2004
California Portland Cement Co,Japan/Taiheiyo Cement Co,"$18,650","$2,150","$16,500",2004
Case New Holland,Italy/Fiat SPA,"$52,000","$5,500","$46,500",2004
CGI-AMS,Canada/CGI Group,$0,$0,$0,2004
CGU Corp,UK/CGNU PLC,"$2,000","$2,000",$0,2004
Ciba Specialty Chemicals,Switzerland/Ciba Specialty Chemicals Holding,"$21,070","$5,070","$16,000",2004
CIBC World Markets,Canada/Canadian Imperial Bank of Commerce,$0,$0,$0,2004
Cooper Industries,Ireland/Cooper Industries Ltd,"$198,000",$0,"$193,000",2004
Coral Energy (Royal Dutch/Shell Group of Companies),Netherlands/Royal Dutch/Shell Group of Companies,$0,$0,$0,2004
Credit Suisse First Boston (Credit Suisse Group),Switzerland/Credit Suisse Group,"$379,250","$143,250","$236,000",2004
DaimlerChrysler (DaimlerChrysler),Germany/DaimlerChrysler AG,"$440,100","$135,220","$304,880",2004
Diageo North America,UK/Diageo PLC,"$39,500","$18,000","$21,500",2004
Dial Corp,Germany/Henkel KGaA,"$28,500","$9,000","$19,500",2004
DIRECTV Group (News Corporation),Australia/News Corp,"$9,000","$5,000","$4,000",2004
Domnick Hunter Inc,UK/Domnick Hunter Group,"$1,500",$0,"$1,500",2004
E ON US,Germany/Eon AG,"$19,500","$1,000","$18,500",2004
Essroc Corp,Italy/Italcementi Group,"$7,900","$2,500","$5,400",2004
Experian,UK/GUS plc,"$53,250","$17,000","$36,250",2004
Farmers Group (Zurich Financial Services),Switzerland/Zurich Financial Services,"$36,350","$3,500","$32,850",2004
First Hawaiian Bank (BNP Paribas),France/BNP Paribas,$0,$0,$0,2004
Food Lion,Belgium/Delhaize Group,"$36,150","$7,900","$28,250",2004
Foster Wheeler,Switzerland/Foster Wheeler PLC,$0,$0,$0,2004
Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$7,500","$3,000","$4,500",2004
Gambro BCT (Gambro AB),Sweden/Gambro AB,"$4,500",$0,"$4,500",2004
Gambro Healthcare (Gambro AB),Sweden/Gambro AB,"$43,500","$15,000","$28,500",2004
Genentech Inc (Roche Holdings),Switzerland/Roche Group,"$157,750","$83,750","$74,000",2004
GKN Corp,UK/GKN PLC,"$4,280",$0,"$4,280",2004
GlaxoSmithKline,UK/GlaxoSmithKline,"$744,999","$224,496","$520,503",2004
Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$27,500","$12,750","$14,750",2004
Great-West Life & Annuity Insurance (Power Financial Corp),Canada/Power Financial Corp,"$47,000","$5,000","$42,000",2004
Greyhound Lines,Canada/Laidlaw,"$30,000","$14,000","$16,000",2004
Heineken USA (Heineken NV),Netherlands/Heineken NV,"$26,000","$9,000","$17,000",2004
Herbalife International,UK/Herbalife Ltd,"$53,280","$22,780","$30,500",2004
Hill & Knowlton (WPP Group),UK/WPP Group,"$15,000","$5,750","$9,250",2004
Hoffmann-La Roche (Roche Holdings),Switzerland/Roche Holdings,"$89,000","$28,500","$60,500",2004
Holcim US,Switzerland/Holcim Ltd,"$43,408","$12,608","$30,800",2004
HSBC North America (HSBC Holdings),UK/HSBC Holdings,"$566,920","$214,171","$352,749",2004
HSBC USA (HSBC Holdings),UK/HSBC Holdings,"$3,100","$3,000",$100,2004
Infineon Technologies,Germany/Infineon Technologies AG,"$10,950","$3,000","$7,950",2004
ING US (ING Group),Netherlands/ING Group,"$77,500","$36,000","$41,500",2004
Instinet Corp,UK/Reuters Group,"$41,500","$13,500","$28,000",2004
JA Jones Construction,Germany/Philipp Holzmann AG,$0,$0,$0,2004
Jackson National Life Insurance,UK/Prudential PLC,"$40,350","$10,500","$29,850",2004
John Hancock Financial Services,Canada/Manulife Financial,"$59,000","$38,000","$21,000",2004
Kennecott Energy,UK/Rio Tinto PLC,"$76,200","$15,500","$59,700",2004
LaFarge North America,France/Lafarge SA,"$56,000","$17,000","$39,000",2004
LaSalle Bank (ABN AMRO),Netherlands/ABN Amro Holding,"$108,750","$61,250","$47,500",2004
Learjet Inc (Bombardier Inc),Canada/Bombardier Inc,"$4,000",$0,"$4,000",2004
Lehigh Cement,Germany/HeidelbergCement AG,"$22,500","$3,000","$19,500",2004
Lone Star Industries,Italy/Buzzi Unicem,"$2,500","$2,500",$0,2004
Loral Space & Communications,UK/Loral Space & Communications,"$82,000","$62,000","$20,000",2004
Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$57,675","$21,500","$36,175",2004
Massachusetts Financial Services,Canada/Sun Life Financial Services,"$5,000","$3,000","$2,000",2004
McDermott International (McDermott International),Panama/McDermott International,"$18,500","$6,500","$12,000",2004
Miller Brewing,UK/SABMiller PLC,"$68,500","$29,000","$39,500",2004
MONY Group (AXA),France/AXA,"$24,500","$7,500","$17,000",2004
National Grid USA (National Grid plc),UK/National Grid plc,"$77,550","$30,750","$46,800",2004
Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$15,000","$3,000","$12,000",2004
Nestle USA (Nestle SA),Switzerland/Nestle,"$40,250","$17,250","$23,000",2004
Nestle Waters North America (Nestle SA),Switzerland/Nestle,$600,$0,$600,2004
News America Publishing (News Corporation),Australia/News Corp,"$210,500","$108,000","$102,500",2004
Norwegian Cruise Line,Malaysia/Genting Group,$0,$0,$0,2004
Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$232,428","$73,191","$159,237",2004
Oldcastle Materials,Ireland/CRH PLC,"$280,107","$115,700","$164,407",2004
Organon Inc,Netherlands/Akzo Nobel,$0,$0,$0,2004
PacifiCorp,UK/Scottish Power,"$6,500","$1,000","$5,500",2004
Pennsylvania-American Water Co (RWE AG),Germany/RWE AG,$0,$0,$0,2004
Peter Pan Seafoods,Japan/Nichiro Corp,"$4,500",$250,"$4,250",2004
Philips Electronics North America,Netherlands/Philips Electronics,"$59,710","$9,000","$50,710",2004
PotashCorp,Canada/Potash Corporation of Saskatchewan,"$12,250","$1,500","$10,750",2004
RBC Centura Banks,Canada/Royal Bank of Canada,"$5,250","$1,250","$4,000",2004
Reed Elsevier Inc,UK/Reed Elsevier Group,"$50,500","$13,500","$37,000",2004
Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce International,"$137,000","$40,000","$97,000",2004
Roquette America,France/Roquette Freres,$0,$0,$0,2004
Sagem Morpho Inc,France/Sagem SA,"-$9,050","-$9,050",$0,2004
Sanofi-Pasteur Inc (Sanofi-Aventis),France/Sanofi-Aventis,"$105,300","$45,000","$60,300",2004
SAP America,Germany/SAP AG,"$146,250","$56,500","$89,750",2004
Schaeffler Group USA,Germany/Schaeffler Group,"$13,000","$6,000","$7,000",2004
Securitas Security Services USA,Sweden/Securitas AB,"$9,000","$3,000","$6,000",2004
Serono Inc,Switzerland/Serono SA,"$8,500","$6,000","$2,500",2004
SES Americom (SES Global),Luxembourg/SES Global,"$14,500","$8,000","$6,500",2004
Shaklee Corp (Yamanouchi Consumer),Japan/Yamanouchi Pharmaceutical,$0,$0,$0,2004
Shell Oil (Royal Dutch/Shell Group of Companies),Netherlands/Royal Dutch-Shell,"$80,500","$13,000","$67,500",2004
Siemens Corp (Siemens AG),Germany/Siemans AG,"$324,299","$133,799","$190,500",2004
Smith & Nephew,UK/Smith & Nephew Plc,"$22,500","$5,000","$17,500",2004
Sodexho Inc,France/Sodexho Alliance,"$29,750","$24,250","$5,500",2004
Solvay Pharmaceuticals,Belgium/Solvay SA,"$21,000","$3,000","$18,000",2004
Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$225,500","$89,000","$136,500",2004
Standard Federal Bank (ABN AMRO),Netherlands/ABN Amro Holding,"$24,342","$9,342","$15,000",2004
Swedish Match North America,Sweden/Swedish Match AB,"$32,212",-$500,"$32,712",2004
Syngenta Corp,Switzerland/Syngenta AG,"$73,200","$18,000","$55,200",2004
Syntex (USA) Inc (Roche Holdings),Switzerland/Roche Holdings,$0,$0,$0,2004
T-Mobile USA,Germany/Deutsche Telekom AG,"$72,000","$38,500","$33,500",2004
Timex Corp,Netherlands/Timex Group,$0,$0,$0,2004
TOTAL Petrochemicals (TOTAL SA),France/TOTAL SA,"$4,500",$500,"$4,000",2004
Tractebel North America (SUEZ SA),France/SUEZ SA,"$27,500","$12,500","$15,000",2004
Tyco International (Tyco International),Ireland/Tyco International,"$78,000","$15,000","$63,000",2004
UBS Americas,Switzerland/UBS AG,"$452,100","$159,100","$288,000",2004
UnionBanCal Corp,Japan/Mitsubishi UFJ Financial Group,"$8,500","$7,500","$1,000",2004
United Water (SUEZ SA),France/SUEZ SA,"$13,000","$9,500","$3,500",2004
Universal Music Group (Vivendi Universal),France/Vivendi Universal,"$13,000","$4,500","$8,500",2004
USFilter Corp (Siemens AG),Germany/Siemens AG,"$19,500",$500,"$19,000",2004
VT Halter Marine,Singapore/ST Engineering,"$9,000","$2,000","$7,000",2004
Wackenhut Corp,Denmark/Group 4 Securicor,"$41,250","$12,250","$29,000",2004
Westfield Corp,Australia/Westfield Group of Australia,"$33,205","$24,969","$6,998",2004
Westinghouse Electric (BNFL PLC),UK/British Nuclear Fuels PLC,"$10,000","$2,500","$7,500",2004
Wexler & Walker Public Policy Assoc (WPP Group),UK/WPP Group,"$100,000","$30,500","$69,500",2004
XL America,UK/XL Capital,"$3,000",$0,"$3,000",2004
Zurich Insurance (Zurich Financial Services),Switzerland/Zurich Financial Services,"$195,869","$59,000","$135,369",2004
7-Eleven,Japan/Seven & I Holdings,$0,$0,$0,2006
ABB Group,Switzerland/Asea Brown Boveri,"$9,250","$2,250","$6,500",2006
Accenture (Accenture),UK/Accenture plc,"$313,380","$115,680","$195,700",2006
Accenture (Accenture),UK/Accenture plc,$0,$0,$0,2006
ACE INA,UK/ACE Ltd,"$108,000","$33,000","$75,000",2006
Acuson Corp (Siemens AG),Germany/Siemens AG,$0,$0,$0,2006
AEGON USA,Netherlands/Aegon NV,"$153,500","$58,000","$94,000",2006
Agrium US,Canada/Agrium Inc,$0,$0,$0,2006
AIM Management Group,UK/AMVESCAP,"$32,000","$12,500","$19,500",2006
Air Liquide America,France/L'Air Liquide SA,"$4,000","$2,000","$2,000",2006
Alcatel-Lucent Holding (Alcatel-Lucent),France/Alcatel-Lucent,"$68,000","$25,000","$43,000",2006
Alcatel-Lucent Holding (Alcatel-Lucent),France/Alcatel-Lucent,"$20,000","$8,000","$12,000",2006
Alcon Laboratories (Nestle SA),Switzerland/Nestle,"$40,826","$3,500","$37,326",2006
Allianz of America (Allianz),Germany/Allianz AG Holding,"$119,650","$38,100","$80,550",2006
Allied Domecq Spirits & Wine (Pernod Ricard),France/Pernod Ricard SA,"$17,575","$3,515","$14,060",2006
American Medical Response,Canada/Onex Corp,"$15,750","$2,500","$11,250",2006
American Water Works Co (RWE AG),Germany/RWE AG,$0,$0,$0,2006
APL Ltd,Singapore/Neptune Orient Lines Ltd,"$31,000","$13,500","$17,500",2006
Arcadis G&M,Netherlands/Arcadis NV,"$46,800","$11,000","$35,800",2006
AREVA Inc,France/Areva Group,"$95,500","$32,000","$58,500",2006
Arkema Inc,France/Arkema,"$19,000","$2,000","$17,000",2006
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca,"$384,320","$105,820","$276,500",2006
"Austin, Nichols & Co (Pernod Ricard)",France/Pernod Ricard SA,"$6,000","$2,000","$4,000",2006
Aviva USA,UK/Aviva PLC,"$2,000","$2,000",$0,2006
AXA Equitable Life Insurance (AXA),France/AXA,"$115,000","$49,000","$66,000",2006
Babcock & Wilcox (McDermott International),Panama/McDermott International,"$30,000","$4,000","$26,000",2006
Bacardi USA,UK/Bacardi Ltd,"$14,990","$3,490","$9,500",2006
BAE Systems (BAE Systems),UK/BAE Systems,"$499,499","$189,500","$301,999",2006
BAE Systems Information Technology (BAE Systems),UK/BAE Systems,$0,$0,$0,2006
BAE Systems Land & Armaments (BAE Systems),UK/BAE Systems,"$295,500","$79,000","$214,500",2006
Ballard Power Systems,Canada/Ballard Power Systems,"$2,000","$2,000",$0,2006
BancWest Corp (BNP Paribas),France/BNP Paribas,"$5,500","$2,500","$3,000",2006
Barrick Goldstrike Mines,Canada/Barrick Gold Corp,"$59,000","$24,000","$34,000",2006
BASF Corp,Germany/BASF Group,"$151,000","$17,000","$133,000",2006
Bayer Corp,Germany/Bayer AG,"$255,000","$52,500","$198,500",2006
BOC Group,UK/BOC Group,$0,$0,$0,2006
Boehringer Ingelheim Corp,Germany/CH Boehringer Sohn,"$16,800","$4,300","$11,500",2006
Bombardier Transportation USA,Canada/Bombardier Inc,"$9,850","$5,500","$4,350",2006
BP North America,UK/BP PLC,"$219,500","$75,000","$142,500",2006
Bridgestone Americas,Japan/Bridgestone Corp,"$108,750","$39,000","$69,750",2006
Burson-Marsteller (WPP Group),UK/WPP Group,"$65,500","$27,500","$36,500",2006
Buzzi Unicem USA,Italy/Buzzi Unicem SpA,"$15,000","$3,500","$11,500",2006
BWX Technologies (McDermott International),Panama/McDermott International,"$153,500","$37,000","$114,500",2006
California Portland Cement Co,Japan/Taiheiyo Cement Co,"$38,860","$4,360","$34,500",2006
Case New Holland,Italy/Fiat SPA,"$44,500","$7,500","$37,000",2006
CGI-AMS,Canada/CGI Group,$0,$0,$0,2006
CGU Corp,UK/CGNU PLC,"$6,500","$6,500",$0,2006
Ciba Specialty Chemicals,Switzerland/Ciba Specialty Chemicals Holding,"$18,000","$5,000","$13,000",2006
CIBC World Markets,Canada/Canadian Imperial Bank of Commerce,$0,$0,$0,2006
Cooper Industries,Ireland/Cooper Industries Ltd,"$145,000","$4,500","$140,500",2006
Credit Suisse Securities,Switzerland/Credit Suisse Group,"$508,860","$242,860","$261,000",2006
DaimlerChrysler (DaimlerChrysler),Germany/DaimlerChrysler AG,"$416,090","$140,590","$273,500",2006
Deutsche Bank Securities,Germany/Deutsche Bank AG,$0,$0,$0,2006
DHL (Deutsche Post AG),Germany/Deutsche Post AG,$0,$0,$0,2006
Diageo North America,UK/Diageo PLC,"$64,000","$19,500","$34,500",2006
Dial Corp,Germany/Henkel KGaA,"$22,750","$6,000","$16,750",2006
E ON US,Germany/Eon AG,"$19,000","$3,000","$16,000",2006
EADS North America,Netherlands/European Aeronautic Defence & Space Co,"$31,900","$9,000","$20,800",2006
EmCare Inc,Canada/Onex Corp,$0,$0,$0,2006
Essroc Corp,Italy/Italcementi Group,"$3,500","$1,000","$2,500",2006
Experian,UK/Experian,"$191,353","$77,753","$112,600",2006
Farmers Group (Zurich Financial Services),Switzerland/Zurich Financial Services,"$123,500","$23,000","$99,500",2006
Food Lion,Belgium/Delhaize Group,"$21,250","$4,500","$16,750",2006
Foster Wheeler,Switzerland/Foster Wheeler PLC,"$17,550",$300,"$17,250",2006
Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$74,500","$28,700","$45,800",2006
Gambro BCT,Sweden/Gambro AB,$0,$0,$0,2006
GDF Suez Energy North America (SUEZ SA),France/SUEZ SA,"$83,008","$23,000","$60,008",2006
Genentech Inc (Roche Holdings),Switzerland/Roche Group,"$201,500","$76,500","$115,000",2006
GKN Corp,UK/GKN PLC,"$6,000",$0,"$6,000",2006
GlaxoSmithKline,UK/GlaxoSmithKline,"$891,413","$256,686","$623,727",2006
Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$34,032","$14,657","$19,375",2006
Great-West Life & Annuity Insurance (Power Financial Corp),Canada/Power Financial Corp,"$34,500","$9,000","$25,500",2006
Greyhound Lines,Canada/Laidlaw,"$27,000","$16,000","$11,000",2006
Heineken USA (Heineken NV),Netherlands/Heineken NV,"$69,500","$36,500","$30,500",2006
Herbalife International,UK/Herbalife Ltd,"$99,894","$48,144","$51,750",2006
Hill & Knowlton (WPP Group),UK/WPP Group,"$8,750","$4,000","$4,750",2006
Hoffmann-La Roche (Roche Holdings),Switzerland/Roche Holdings,"$180,900","$69,000","$111,900",2006
Holcim US,Switzerland/Holcim Ltd,"$52,000","$20,000","$32,000",2006
HSBC North America,UK/HSBC Holdings,"$663,210","$239,450","$413,760",2006
Hudson United Bancorp (Toronto-Dominion Bank),Canada/Toronto-Dominion Bank,$500,$500,$0,2006
Infineon Technologies,Germany/Infineon Technologies AG,"$8,500","$3,400","$4,100",2006
ING US (ING Group),Netherlands/ING Group,"$80,500","$34,500","$42,000",2006
Intelsat Holdings,Luxembourg/Intelsat SA,"$15,500","$11,000","$4,500",2006
Intermagnetics General Corp (Philips Electronics),Netherlands/Philips Electronics,"$28,100","$17,100","$11,000",2006
JA Jones Construction,Germany/Philipp Holzmann AG,$0,$0,$0,2006
Jackson National Life Insurance,UK/Prudential PLC,"$48,500","$8,500","$40,000",2006
John Hancock Financial Services,Canada/Manulife Financial,"$50,880","$31,380","$18,500",2006
Kennecott Energy,UK/Rio Tinto PLC,"$66,000","$10,500","$55,500",2006
LaFarge North America (Lafarge SA),France/Lafarge SA,"$55,500","$23,000","$32,500",2006
LaFarge North America (Lafarge SA),France/Lafarge SA,$0,$0,$0,2006
LaSalle Bank,Netherlands/ABN Amro Holding,"$90,250","$48,000","$42,250",2006
Learjet Inc (Bombardier Inc),Canada/Bombardier Inc,"$1,000",$0,"$1,000",2006
Lehigh Cement,Germany/HeidelbergCement AG,"$18,500","$3,000","$15,500",2006
Lone Star Industries,Italy/Buzzi Unicem,"$1,000",$0,"$1,000",2006
Loral Space & Communications,UK/Loral Space & Communications,"$31,482","$21,482","$10,000",2006
Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$71,500","$15,500","$56,000",2006
Massachusetts Financial Services (Sun Life Financial),Canada/Sun Life Financial Services,"$11,000","$5,000","$6,000",2006
McDermott International (McDermott International),Panama/McDermott International,"$15,500","$3,000","$12,500",2006
Metro-Goldwyn-Mayer (Sony Corp),Japan/Sony Corp,"$5,200","$1,000","$4,200",2006
Miller Brewing,UK/SABMiller PLC,"$112,000","$37,500","$74,500",2006
MONY Group (AXA),France/AXA,$0,$0,$0,2006
National Grid USA (National Grid plc),UK/National Grid plc,"$102,750","$39,250","$63,000",2006
Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$23,250","$5,500","$17,750",2006
Nestle USA (Nestle SA),Switzerland/Nestle,"$31,000","$16,000","$15,000",2006
Nestle Waters North America (Nestle SA),Switzerland/Nestle,"$9,500",$0,"$3,500",2006
Norwegian Cruise Line,Malaysia/Genting Group,"$27,000","$19,000","$8,000",2006
Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$239,663","$65,618","$173,045",2006
Novartis Vaccines & Diagnostics (Novartis AG),Switzerland/Novartis AG,"$16,100","$9,000","$6,100",2006
Novo Nordisk,Denmark/Novo Nordisk A/S,"$7,500","$3,000","$4,500",2006
Oldcastle Materials,Ireland/CRH PLC,"$257,500","$98,000","$149,500",2006
Organon Inc,Netherlands/Akzo Nobel,$0,$0,$0,2006
Peter Pan Seafoods,Japan/Nichiro Corp,"$6,100",$500,"$5,600",2006
Pharmavite LLC,Japan/Otsuka Pharmaceutical,"$21,230","$11,230","$10,000",2006
Philips Electronics North America (Philips Electronics),Netherlands/Philips Electronics,"$70,467","$12,900","$56,567",2006
Planning Systems Inc (Qinetiq Group),UK/QinetiQ Group,"$43,200","$21,000","$22,200",2006
PotashCorp,Canada/Potash Corporation of Saskatchewan,"$10,000","$4,000","$6,000",2006
