name,country,parent,total,dems,repubs,year
Ashta Chemicals,Mexico,Bigshire Mexico,2700,0,2700,2016
Ashton Woods Corp,Canada,Great Gulf Group,9500,2000,7500,2016
Astellas US,Japan,Astellas Pharma,244000,98500,145500,2016
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,530500,241000,289500,2016
Atkins North America,UK,WS Atkins PLC,500,0,500,2016
Austal USA,Australia,Austal,27000,1000,27300,2016
Avangrid Inc (Iberdrola SA),Spain,Iberdrola SA,106700,67700,36500,2016
AXA Equitable Life Insurance (AXA),France,AXA,201000,66500,134500,2016
Bacardi USA,UK,Bacardi Ltd,42960,12000,30960,2016
BAE Systems (BAE Systems),UK,BAE Systems,615500,239000,377500,2016
BancWest Corp (BNP Paribas),France,BNP Paribas,17500,2500,15000,2016
Barclays Group US,UK,Barclays plc,87000,37000,47500,2016
Barrick Goldstrike Mines,Canada,Barrick Gold Corp,85500,34500,51000,2016
BASF Corp,Germany,BASF SE,678236,217750,460486,2016
Baxalta (Shire PLC),Ireland,Shire Plc,17500,12000,5500,2016
Bayer Corp (Bayer AG),Germany,Bayer AG,480000,105000,375000,2016
BBVA Compass,Spain,Banco Bilbao Vizcaya Argentaria,255625,49000,207625,2016
Beam Suntory (Suntory Holdings),Japan,Suntory Holdings,35632,11000,24632,2016
BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,0,0,0,2016
Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,213000,116000,97000,2016
Bombardier Transportation USA (Bombardier Inc),Canada,Bombardier Inc,43500,11000,32500,2016
BP,UK,BP PLC,414500,152500,262000,2016
Bridgestone Americas,Japan,Bridgestone Corp,34500,10000,24500,2016
Bumble Bee Foods,UK,Lion Capital,17000,6000,11000,2016
Burson-Marsteller (WPP Group),UK,WPP Group,52500,17000,35500,2016
Buzzi Unicem USA,Italy,Buzzi Unicem SpA,2000,0,2000,2016
CalPortland Co,Japan,Taiheiyo Cement Co,76500,9000,67500,2016
Carmeuse Lime,Netherlands,Carmeuse Holding SA,3000,0,3000,2016
Case New Holland,Netherlands,CNH Global,102000,7500,94500,2016
CEMEX Inc,Mexico,CEMEX SA de CV,326500,62500,264000,2016
CGI Technologies & Solutions,Canada,Groupe CGI,69000,23000,46000,2016
Chicago Bridge & Iron,Netherlands,Chicago Bridge & Iron NV,153500,38000,115500,2016
Chubb Group of Insurance Companies (Chubb INA),Switzerland,Chubb Ltd,183000,72500,111500,2016
Chubb INA (Chubb INA),Switzerland,Chubb Ltd,164600,53000,111600,2016
Cobham Management Services,UK,Cobham PLC,200250,63250,137000,2016
Commonwealth-Altadis (Imperial Brands),UK,Imperial Tobacco Group,33000,2500,30500,2016
Continental Automotive Systems (Continental AG),Germany,Continental AG,109000,41500,67500,2016
Covestro LLC (Bayer AG),Germany,Bayer AG,2000,0,2000,2016
Covidien US (Medtronic Inc),Ireland,Medtronic Plc,1000,0,1000,2016
Credit Suisse Securities,Switzerland,Credit Suisse Group,382950,165200,218750,2016
CSL Behring,Australia,CSL Ltd,73450,18250,55200,2016
Cytec Engineered Materials (Solvay SA),Belgium,Solvay SA,4700,0,4700,2016
Daiichi Sankyo Inc,Japan,Daiichi Sanyko,121000,33500,87500,2016
Daimler Trucks North America (Daimler AG),Germany,Daimler AG,0,0,0,2016
Delhaize America,Belgium,Ahold Delhaize,14500,5000,9500,2016
Delphi Automotive,UK,Delphi Automotive,10500,2000,8500,2016
Deutsche Bank Securities,Germany,Deutsche Bank AG,46700,5200,41500,2016
DHL (Deutsche Post AG),Germany,Deutsche Post AG,3000,0,3000,2016
Diageo North America (Diageo PLC),UK,Diageo PLC,97527,40174,57353,2016
Direct Energy Inc,UK,Centrica Plc,3000,1000,2000,2016
Eaton Corp (Eaton Corp),Ireland,Eaton Plc,69950,10500,59450,2016
EDF Renewable Energy,France,EDF Group,26750,15750,11000,2016
EDP Renewables NA,Portugal,EDP Renovaveis,10500,5000,4500,2016
Eisai Inc,Japan,Eisai Co Ltd,56000,29500,26500,2016
Elbit Systems of America,Israel,Elbit Systems Ltd,59250,7000,52250,2016
Elekta Inc (Elekta AB),Sweden,Elekta AB,49500,11500,38000,2016
Embraer Aircraft Holdings,Brazil,Embraer-Empresa Brasileira de Aeronautic,32700,4000,28700,2016
EMD Serono Inc,Germany,Merck KGaA,94000,49000,45000,2016
EnCana Oil & Gas USA,Canada,EnCana Corp,4000,1500,2500,2016
Endo Pharmaceuticals,Ireland,Endo International,109000,24000,85000,2016
ENGIE North America,France,ENGIE,89000,27500,59000,2016
Ericsson Inc,Sweden,Telefonaktiebolaget LM Ericsson,12500,3000,9500,2016
Essroc Corp,Italy,Italcementi Group,500,500,0,2016
Experian,UK,Experian plc,573500,187000,386500,2016
Farmers Group (Zurich Insurance Group),Switzerland,Zurich Financial Services AG,402722,106122,296600,2016
First Hawaiian Bank (BNP Paribas),France,BNP Paribas,13600,13600,0,2016
Fresenius Medical Care North America,Germany,Fresenius Medical Care,178500,83000,95500,2016
G4S Secure Solutions,UK,G4S plc,17700,7700,10000,2016
Gavilon Agriculture Investment,Japan,Marubeni Corp,28000,3500,24500,2016
GE Appliances,China,Haier Group,0,0,0,2016
Genentech Inc (Roche Holdings),Switzerland,Roche Holdings,383500,171000,212500,2016
General Cigar Co,Sweden,Scandinavian Tobacco Group,16000,1000,15000,2016
Gerdau Ameristeel Corp,Brazil,Gerdau,31500,16500,15000,2016
GKN Corp,UK,GKN PLC,9500,5500,4000,2016
Glanbia Foods,Ireland,Glanbia PLC,850,0,850,2016
GlaxoSmithKline,UK,GlaxoSmithKline,431000,181000,250000,2016
Glover Park Group (WPP Group),UK,WPP Group,128750,82000,46750,2016
Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,44000,13250,30750,2016
Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,8000,6000,2000,2016
Greyhound Lines,UK,FirstGroup PLC,14000,2500,11500,2016
Heineken USA,Netherlands,L'Arche Green NV,50000,27500,22500,2016
Herbalife International,UK,Herbalife Ltd,60100,30500,29600,2016
Hoffmann-La Roche (Roche Holdings),Switzerland,Roche Holdings,12500,4000,8500,2016
Horizon Pharma USA,Ireland,Horizon Pharma PLC,17200,6400,10800,2016
HSBC North America,UK,HSBC Holdings,254500,98000,156500,2016
ICAP North America,UK,ICAP plc,22500,5000,17500,2016
Infineon Technologies,Germany,Infineon Technologies AG,1500,500,1000,2016
Ingersoll-Rand,Ireland,Ingersoll Rand Co,34500,6000,28500,2016
Intelsat Holdings (Serafina SA),Luxembourg,Intelsat SA,73000,25500,47500,2016
Intergraph Corp,Sweden,Hexagon AB,0,0,0,2016
International Game Technology (B&D Holding Di Marco Drago e C Sapa),Italy,B&D Holding Di Marco Drago e C Sapa,25000,8000,17000,2016
International Game Technology (B&D Holding Di Marco Drago e C Sapa),Italy,B&D Holding Di Marco Drago e C Sapa,78450,30500,47950,2016
International Securities Exchange,Germany,Deutsche Boerse,68500,34500,34000,2016
ITG Brands (Imperial Brands),UK,Imperial Brands,112500,16000,96500,2016
Jackson National Life Insurance,UK,Prudential PLC,196500,42500,154000,2016
JBS USA,Brazil,JBS SA,68500,7000,61500,2016
Jeld-Wen Inc (Onex Corp),Canada,Onex Corp,2600,0,2600,2016
John Hancock Life Insurance,Canada,Manulife Financial,97000,52000,45000,2016
Johnson Controls (Johnson Controls International),Ireland,Johnson Controls International,343500,100750,242750,2016
Johnson Controls (Johnson Controls International),Ireland,Johnson Controls International,21500,10500,11000,2016
Kawasaki Heavy Industries,Japan,Kawasaki Heavy Industries,0,0,0,2016
LafargeHolcim (LafargeHolcim),Switzerland,LaFargeHolcim,74750,19500,55250,2016
LafargeHolcim (LafargeHolcim),France,Lafarge SA,13500,2500,11000,2016
Lehigh Hanson,Germany,HeidelbergCement AG,125500,12000,113500,2016
Leonardo DRS,Italy,Finmeccanica SpA,233000,70500,162500,2016
Linde North America,Germany,Linde AG,54000,19500,34500,2016
Louis Dreyfus Co,Netherlands,Louis Dreyfus Holding B.V.,37400,6000,31400,2016
Lundbeck Inc,Denmark,H Lundbeck A/S,51000,17500,33500,2016
M-E Companies,Canada,IBI Group,0,0,0,2016
Maersk Inc (AP Moller-Maersk),Denmark,AP Møller-Mærsk,61500,20000,41500,2016
Magna US,Canada,Magna International,2000,2000,0,2016
Mallinckrodt Pharmaceuticals,UK,Mallinckrodt Plc,101500,24000,77500,2016
Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,24500,5500,19000,2016
Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,22500,8000,14500,2016
MBDA Inc,UK,MBDA,9500,0,9500,2016
Medimmune Inc (AstraZeneca PLC),UK,AstraZeneca PLC,0,0,0,2016
Medtronic Inc (Medtronic Inc),Ireland,Medtronic Plc,366500,161500,205000,2016
MillerCoors LLC (Anheuser-Busch InBev),Belgium,Anheuser-Busch InBev,166500,59500,107000,2016
Miraca Life Sciences,Japan,Miraca Holdings,13500,5000,8500,2016
Mitsubishi Hitachi Power Systems,Japan,Mitsubishi Hitachi Power Systems,14900,0,14900,2016
Morpho Detection (Safran SA),France,Safran SA,14500,5500,9000,2016
MorphoTrust USA (Safran SA),France,Safran SA,30689,6689,24000,2016
Munich American Reassurance,Germany,Munich Re Group,0,0,0,2016
Mylan Inc,Netherlands,Mylan NV,68000,23000,45000,2016
Nammo Talley Inc,Norway,Nammo AS,9250,4250,5000,2016
National Cement Co,France,Vicat Group,5400,0,5400,2016
National Grid USA (National Grid plc),UK,National Grid plc,75500,50500,25000,2016
Natixis Global Asset Management,France,Groupe BPCE,14500,4500,10000,2016
Nestle Purina PetCare (Nestle SA),Switzerland,Nestle,26000,5000,21000,2016
Nestle Waters North America (Nestle SA),Switzerland,Nestle,22746,10246,11500,2016
Nokia Solutions & Networks (Nokia Inc),Finland,Nokia,34200,9500,24700,2016
Nomura Holding America,Japan,Nomura Holdings,108500,43500,65000,2016
Novartis Corp (Novartis AG),Switzerland,Novartis AG,272750,137500,135250,2016
Novo Nordisk,Denmark,Novo Nordisk A/S,458351,194852,262499,2016
Novocure Inc,UK,Novocure,29600,0,29600,2016
Oldcastle Materials,Ireland,CRH PLC,352230,130280,222950,2016
Otsuka America (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,33000,18000,15000,2016
Patheon Pharmaceuticals,Netherlands,Patheon NV,2500,0,2500,2016
Permobil Inc (Investor AB),Sweden,Investor AB,13250,2500,10750,2016
Pernod Ricard USA,France,Pernod Ricard SA,4500,2500,2000,2016
Peter Pan Seafoods,Japan,Maruha Nichiro Holdings,1250,750,500,2016
Pharmavite LLC (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,72093,35000,37093,2016
Philips Electronics North America (Philips),Netherlands,Philips Electronics,64500,18500,46000,2016
PotashCorp,Canada,Potash Corporation of Saskatchewan,17500,1500,16000,2016
Private Bank Inc,Canada,Canadian Imperial Bank of Commerce,2000,0,2000,2016
Protective Life Corp (Dai-Ichi Life),Japan,Dai-Ichi Life,47900,6000,41900,2016
Putnam Investments (Power Financial Corp),Canada,Power Financial Corp,23030,7000,16030,2016
RBC Bank (Royal Bank of Canada),Canada,Royal Bank of Canada,51800,27100,24700,2016
RELX Inc,UK,RELX Group,213117,96657,116460,2016
Renewable Energy Systems Americas,UK,Renewable Energy Systems,14400,10400,4000,2016
Resolute Forest Products,Canada,Resolute Forest Products,69000,16000,53000,2016
Rio Tinto America,UK,Rio Tinto Group,18000,3500,14500,2016
Roho Group (Investor AB),Sweden,Investor AB,8250,5250,3000,2016
Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce PLC,245825,65000,180825,2016
Royal Ten Cate USA,Netherlands,Koninklijke Ten Cate,41881,7881,34000,2016
Safelite Group,Belgium,D'Ieteren SA,4000,0,4000,2016
Samsung Electronics America,South Korea,Samsung Group,0,0,0,2016
Sanofi Genzyme (Sanofi),France,Sanofi,44500,37500,7000,2016
Sanofi US (Sanofi),France,Sanofi,566475,174000,392475,2016
Sanofi-Pasteur Inc (Sanofi),France,Sanofi,87500,23000,64500,2016
Santander Bank (Banco Santander),Spain,Banco Santander,0,0,0,2016
SAP America,Germany,SAP Aktiengesellschaft,125700,77500,48200,2016
Securitas Security Services USA,Sweden,Securitas AB,23500,0,23500,2016
Serco Inc,UK,Serco Group,61000,25000,36000,2016
Shell Oil,Netherlands,Royal Dutch-Shell Group,92000,15000,77000,2016
Shire Regenerative Medicine (Shire Plc),UK,Shire Plc,0,0,0,2016
Siemens Corp,Germany,Siemens AG,252430,69180,183250,2016
Smith & Nephew,UK,Smith & Nephew Plc,71000,26000,45000,2016
Smithfield Foods,China,WH Group,93650,35650,58000,2016
Smiths Group Services Corp,UK,Smiths Group PLC,145200,51000,94200,2016
Sodexo Inc,France,Sodexo,4500,1500,3000,2016
Solvay America (Solvay SA),Belgium,Solvay SA,58400,29000,29400,2016
Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,198000,110000,93000,2016
Space Systems/Loral,Canada,Maxar Tecxhnologies,3500,0,3500,2016
Sprint Corp (SoftBank Corp),Japan,Softbank Corp,250000,107000,142000,2016
SSAB Americas,Sweden,SSAB AB,25500,7000,18500,2016
Standard Insurance Co,Japan,Meiji Yasuda Life Insurance,9000,4000,5000,2016
Steris Corp,UK,Steris PLC,59150,17250,41900,2016
SUEZ Water,France,SUEZ Environnement,28600,11000,17600,2016
Sunovion Pharmaceuticals,Japan,Sumitomo Chemical,65500,29000,36500,2016
Sunpower Corp,France,Total SA,19400,13700,8000,2016
Swedish Match North America (Swedish Match AB),Sweden,Swedish Match AB,39000,5500,33500,2016
Swiss Re America,Switzerland,Swiss Re,74500,33000,41500,2016
Syngenta Corp,Switzerland,Syngenta AG,287200,87000,202200,2016
T-Mobile USA,Germany,Deutsche Telekom AG,432250,206250,223000,2016
Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,86500,57500,29000,2016
Tate & Lyle Americas (Tate & Lyle),UK,Tate & Lyle,23000,4500,18500,2016
TD Bank USA,Canada,Toronto-Dominion Bank,109250,47500,61750,2016
TE Connectivity,Switzerland,TE Connectivity,120700,37000,83700,2016
Terumo BCT,Japan,Terumo Corp,0,0,0,2016
Teva Pharmaceuticals USA,Israel,Teva Pharmaceutical Industries,179500,82500,97000,2016
Toyota Motor North America,Japan,Toyota Motor Corp,598500,277000,321500,2016
TracFone Wireless,Mexico,America Movil,17000,8000,9000,2016
TransAmerica,Netherlands,Aegon NV,360500,154000,206500,2016
Transcanada USA Services (Transcanada Corp),Canada,TransCanada Corp,7000,2000,5000,2016
Travelport Inc,UK,Travelport Ltd,1000,0,1000,2016
Tronox Limited Alkali,Australia,Tronox Ltd,16000,10000,6000,2016
UBS Americas,Switzerland,UBS AG,1445490,676240,769250,2016
UCB Inc (UCB SA),Belgium,UCB SA,9000,3000,6000,2016
Ultra Electronics USA,UK,Ultra Electronics,24500,0,24500,2016
UnionBanCal Corp,Japan,Bank of Tokyo,9500,6000,3500,2016
Universal Music Group (Vivendi),France,Vivendi,98500,45500,53000,2016
VT Halter Marine,Singapore,ST Engineering,4500,0,4500,2016
Weatherford US,UK,Weatherford International,0,0,0,2016
Westfield Corp,Australia,Westfield Group of Australia,15035,10035,5000,2016
Westinghouse Electric,Japan,Toshiba Corp,117700,26000,91700,2016
Wexler & Walker Public Policy Assoc (WPP Group),UK,WPP Group,42750,11000,31750,2016
Willis North America,UK,Willis Group,6500,0,6500,2016
WSP Parsons Brinckerhoff,Canada,WSP Global,141950,78950,63000,2016
XL America,Ireland,XL Group PLC,0,0,0,2016
ZF TRW Automotive (ZF Friedrichshafen AG),Germany,ZF Friedrichshafen AG,53000,17000,36000,2016
Zurich Insurance (Zurich Insurance Group),Switzerland,Zurich Financial Services AG,138500,54500,84000,2016
7-Eleven,Japan,Seven & I Holdings,5500,1000,4500,2018
ABB Group (ABB Group),Switzerland,Asea Brown Boveri,10500,4000,6500,2018
Accenture (Accenture),Ireland,Accenture plc,177000,80500,96500,2018
Advance America Cash Advance Centers (Grupo Salinas),Mexico,Grupo Salinas,89000,9000,80000,2018
Air Liquide America,France,L'Air Liquide SA,49512,7000,42512,2018
Airbus Group,Netherlands,Airbus Group,191500,65500,126000,2018
Alkermes Inc,Ireland,Alkermes Plc,165000,65500,99500,2018
Allergan PLC (Allergan PLC),Ireland,Allergan PLC,157500,26000,131500,2018
Allianz of America (Allianz),Germany,Allianz AG Holding,89750,29950,59800,2018
AMC Theatres (AMC Theatres),China,Wanda Group,6479,0,6479,2018
AMG Vanadium,Netherlands,AMG Advanced Metallurgical Group,2000,0,2000,2018
Anheuser-Busch (Anheuser-Busch InBev),Belgium,Anheuser-Busch InBev,495000,241000,254000,2018
AON Corp (AON plc),UK,AON PLC,117700,42000,75700,2018
APL Ltd (CMA CGM),France,CMA CGM SA,7500,2000,5500,2018
APL Maritime (CMA CGM),France,CMA CGM SA,12500,6000,5500,2018
Aptiv PLC,UK,Delphi Automotive,5000,2000,3000,2018
Arcadis US (Arcadis NV),Netherlands,Arcadis NV,250,250,0,2018
ArcelorMittal USA,Luxembourg,ArcelorMittal,54500,25500,29000,2018
Arch Capital Group (US),UK,Arch Capital Group,11500,4000,7500,2018
Arkema Inc,France,Arkema,58500,26000,32500,2018
Ash Grove (CRH Plc),Ireland,CRH PLC,44500,0,44500,2018
Ashta Chemicals,Mexico,Bigshire Mexico,0,0,0,2018
Ashton Woods Corp,Canada,Great Gulf Group,2500,0,2500,2018
Assured Guaranty Municipal Corp (Assured Guaranty US Holdings),UK,Assured Guaranty Ltd,2700,0,2700,2018
Astellas US,Japan,Astellas Pharma,185700,75000,110700,2018
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,358500,136500,222000,2018
Atkins North America,UK,WS Atkins PLC,9000,0,9000,2018
Austal USA,Australia,Austal,45600,11100,34500,2018
Avangrid Inc (Iberdrola SA),Spain,Iberdrola SA,109500,65000,41000,2018
AXA Equitable Life Insurance (AXA),France,AXA,121500,39500,82000,2018
Bacardi USA,UK,Bacardi Ltd,46000,20500,24500,2018
BAE Systems (BAE Systems),UK,BAE Systems,611500,229000,378500,2018
Barclays Group US,UK,Barclays plc,208238,80500,124738,2018
Barrick Goldstrike Mines,Canada,Barrick Gold Corp,63000,31000,32000,2018
BASF Corp,Germany,BASF SE,641375,304125,337250,2018
Bayer Corp (Bayer AG),Germany,Bayer AG,277000,85500,191500,2018
BBVA Compass,Spain,Banco Bilbao Vizcaya Argentaria,253500,71500,182000,2018
Beam Suntory (Suntory Holdings),Japan,Suntory Holdings,29070,4000,25070,2018
BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,0,0,0,2018
BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,106984,42500,64484,2018
Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,123500,61500,62000,2018
Bombardier Transportation USA (Bombardier Inc),Canada,Bombardier Inc,40500,20500,20000,2018
BP,UK,BP PLC,359000,122500,236500,2018
Bridgestone Americas,Japan,Bridgestone Corp,28000,6000,22000,2018
Bumble Bee Foods,UK,Lion Capital,8000,2000,6000,2018
"Burson, Cohn & Wolfe (WPP Group)",UK,WPP Group,41250,16750,24000,2018
Buzzi Unicem USA (Buzzi Unicem SpA),Italy,Buzzi Unicem SpA,0,0,0,2018
CalPortland Co,Japan,Taiheiyo Cement Co,103500,6000,97500,2018
Cardtronics Inc,UK,Cardtronics Plc,2500,0,2500,2018
Carmeuse Lime,Netherlands,Carmeuse Holding SA,0,0,0,2018
Case New Holland,Netherlands,CNH Global,92000,8000,84000,2018
CEMEX Inc,Mexico,CEMEX SA de CV,288500,48000,240500,2018
CGI Technologies & Solutions,Canada,Groupe CGI,44500,20500,24000,2018
Chicago Bridge & Iron (McDermott International),Panama,McDermott International,92500,24500,68000,2018
Chubb Group of Insurance Companies,Switzerland,Chubb Ltd,205000,79000,126000,2018
CIBC Bancorp,Canada,Canadian Imperial Bank of Commerce,2000,0,2000,2018
Cirrus Aircraft Corp,China,China Aviation Industry General Aircraft,6000,2000,4000,2018
CMOC Mining USA (China Molybdenum Co),China,China Molybdenum Co,1500,0,1500,2018
Cobham Management Services,UK,Cobham PLC,176500,57500,119000,2018
Commonwealth-Altadis (Imperial Brands),UK,Imperial Tobacco Group,0,0,0,2018
Continental Automotive Systems (Continental AG),Germany,Continental AG,125000,50500,74500,2018
Covestro LLC (Covestro AG),Germany,Covestro AG,35000,9500,25500,2018
Credit Suisse Securities,Switzerland,Credit Suisse Group,364000,187500,176500,2018
CRH Americas (CRH PLC),Ireland,CRH PLC,475250,150000,325250,2018
CSL Behring,Australia,CSL Ltd,83500,23000,60500,2018
Daiichi Sankyo Inc,Japan,Daiichi Sanyko,76500,30000,46500,2018
Daimler Trucks North America (Daimler AG),Germany,Daimler AG,4000,2000,2000,2018
Delhaize America,Belgium,Ahold Delhaize,20750,6250,12000,2018
Deutsche Bank Securities,Germany,Deutsche Bank AG,16500,5000,11500,2018
DHL (Deutsche Post AG),Germany,Deutsche Post AG,0,0,0,2018
Diageo North America (Diageo PLC),UK,Diageo PLC,58585,33321,25264,2018
Direct Energy Inc,UK,Centrica Plc,33500,9000,24500,2018
Eaton Corp (Eaton Corp),Ireland,Eaton Plc,58000,9000,49000,2018
EDF Renewables (EDF Group),France,EDF Group,34000,11500,22500,2018
EDP Renewables NA,Portugal,EDP Renovaveis,21500,8500,11500,2018
Eisai Inc,Japan,Eisai Co Ltd,29000,13000,16000,2018
Elbit Systems of America,Israel,Elbit Systems Ltd,79500,13500,66000,2018
Elekta Inc (Elekta AB),Sweden,Elekta AB,48000,23500,24500,2018
Embraer Aircraft Holdings,Brazil,Embraer-Empresa Brasileira de Aeronautic,40000,8500,31500,2018
EMD Serono Inc,Germany,Merck KGaA,169000,84000,85000,2018
Enbridge Inc,Canada,Enbridge Inc,122200,21500,94200,2018
EnCana Oil & Gas USA,Canada,EnCana Corp,24500,7000,17500,2018
Endo Pharmaceuticals,Ireland,Endo International,89500,27000,62500,2018
ENGIE North America,France,ENGIE,4500,1000,2500,2018
Ericsson Inc,Sweden,Telefonaktiebolaget LM Ericsson,12500,2000,10500,2018
Experian,UK,Experian plc,554500,189000,365500,2018
Farmers Group (Zurich Insurance Group),Switzerland,Zurich Financial Services AG,356200,103000,253200,2018
First Hawaiian Bank (BNP Paribas),France,BNP Paribas,1000,1000,0,2018
Florida East Coast Industries (SoftBank Corp),Japan,SoftBank Corp,79000,20500,58500,2018
Florida East Coast Railway (Grupo Mexico),Mexico,Grupo Mexico,8780,3640,5140,2018
FMC Technologies,UK,TechnipFMC plc,-3000,0,-3000,2018
Framatome (EDF Group),France,EDF Group,50500,20000,30500,2018
Fresenius Medical Care North America,Germany,Fresenius Medical Care,323000,149000,174000,2018
G4S Secure Solutions,UK,G4S plc,15000,5000,10000,2018
Garmin International (Garmin Ltd),Switzerland,Garmin Ltd,37400,10500,26900,2018
GE Appliances,China,Haier Group,24000,4500,19500,2018
Genentech Inc (Roche Holdings),Switzerland,Roche Holdings,573000,232000,341000,2018
General Cigar Co,Sweden,Scandinavian Tobacco Group,0,0,0,2018
Gerdau Ameristeel Corp,Brazil,Gerdau,8500,5000,3500,2018
Glanbia Foods,Ireland,Glanbia PLC,750,0,750,2018
GlaxoSmithKline,UK,GlaxoSmithKline,322750,138500,184250,2018
Glover Park Group (WPP Group),UK,WPP Group,143200,94700,48000,2018
Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,12500,0,12500,2018
Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,1500,0,1500,2018
Greyhound Lines,UK,FirstGroup PLC,17500,8500,9000,2018
Headwaters Inc,Australia,Boral Ltd,14507,1,14506,2018
Heineken USA,Netherlands,L'Arche Green NV,47750,21250,26500,2018
Herbalife Nutrition,UK,Herbalife Ltd,149219,67519,81700,2018
Hoffmann-La Roche (Roche Holdings),Switzerland,Roche Holdings,55500,16500,39000,2018
Horizon Pharma USA,Ireland,Horizon Pharma PLC,81200,42700,38500,2018
HSBC North America (HSBC Holdings),UK,HSBC Holdings,1000,0,1000,2018
HSBC North America (HSBC Holdings),UK,HSBC Holdings,164000,76500,87500,2018
IDEMIA Identity & Security (IDEMIA),France,Safran SA,30456,7500,22956,2018
Infineon Technologies,Germany,Infineon Technologies AG,2000,1000,1000,2018
Ingersoll-Rand,Ireland,Ingersoll Rand Co,33500,13100,20400,2018
Intelsat Holdings (Serafina SA),Luxembourg,Intelsat SA,45500,17500,28000,2018
Intergraph Corp,Sweden,Hexagon AB,2500,0,2500,2018
International Game Technology,Italy,B&D Holding Di Marco Drago e C Sapa,65500,29000,36500,2018
ITG Brands (Imperial Brands),UK,Imperial Brands,179000,28000,151000,2018
Jackson National Life Insurance (Prudential PLC),UK,Prudential PLC,264489,66500,197989,2018
Jackson National Life Insurance (Prudential PLC),UK,Prudential PLC,12000,5000,7000,2018
JBS USA,Brazil,JBS SA,46000,2000,44000,2018
John Hancock Life Insurance,Canada,Manulife Financial,118200,62000,55200,2018
Johnson Controls (Johnson Controls International),Ireland,Johnson Controls International,1000,0,1000,2018
Johnson Controls (Johnson Controls International),Ireland,Johnson Controls International,240500,121000,117500,2018
Kawasaki Heavy Industries,Japan,Kawasaki Heavy Industries,500,0,500,2018
Komatsu Mining,Japan,Komatsu Ltd,17760,1000,16760,2018
LafargeHolcim (LafargeHolcim),Switzerland,LaFargeHolcim,106000,29000,77000,2018
Lanxess Corp,Germany,Lanxess Corp,250,0,250,2018
Lehigh Hanson,Germany,HeidelbergCement AG,159000,13500,145500,2018
Leonardo DRS,Italy,Finmeccanica SpA,198500,60000,138500,2018
Lincare Holdings (Linde AG),Germany,Linde AG,3000,1000,2000,2018
Linde North America (Linde AG),Germany,Linde AG,109000,43500,65500,2018
Livanova Inc,UK,Livanova Plc,0,0,0,2018
Louis Dreyfus Co,Netherlands,Louis Dreyfus Holding B.V.,13000,0,13000,2018
LSEG US,UK,London Stock Exchange Group,16500,8000,8500,2018
Lundbeck Inc,Denmark,H Lundbeck A/S,71500,33500,38000,2018
M-E Companies,Canada,IBI Group,0,0,0,2018
Maersk Inc (AP Moller-Maersk),Denmark,AP Møller-Mærsk,56000,25500,29500,2018
Magna US,Canada,Magna International,0,0,0,2018
Magnolia LNG,Australia,LNG Limited,4500,0,4500,2018
Mallinckrodt Pharmaceuticals,UK,Mallinckrodt Plc,265000,105000,160000,2018
Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,19500,6000,13500,2018
Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,23246,10246,13000,2018
Maxar Technologies (Maxar Technologies),Canada,Maxar Technologies,113500,34500,76500,2018
Maxar Technologies Holdings (Maxar Technologies),Canada,Maxar Tecxhnologies,7000,4000,3000,2018
MBDA Inc,UK,MBDA,6000,0,6000,2018
Medimmune Inc (AstraZeneca PLC),UK,AstraZeneca PLC,0,0,0,2018
Medtronic Inc,Ireland,Medtronic Plc,293000,133000,159000,2018
MillerCoors LLC (Anheuser-Busch InBev),Belgium,Anheuser-Busch InBev,163000,62000,101000,2018
Miraca Life Sciences,Japan,Miraca Holdings,0,0,0,2018
Mitsubishi Hitachi Power Systems,Japan,Mitsubishi Hitachi Power Systems,23400,0,23400,2018
Monsanto Co (Bayer AG),Germany,Bayer AG,349500,114500,235000,2018
Mr Cooper Group (SoftBank Corp),Japan,SoftBank Corp,32760,11000,21760,2018
Munich American Reassurance,Germany,Munich Re Group,0,0,0,2018
Mylan Inc,Netherlands,Mylan NV,83000,33500,49500,2018
Nammo Talley Inc,Norway,Nammo AS,19500,4500,15000,2018
